国,ポジション,選手名,所属チーム名,チームランキング,チームパワー,エリア,小さい
南アフリカ,MF,スフィフェロ・シトレ,トンデラ,862,75.5,ヨーロッパ,ポルトガル
コンゴ民主共和国,FW,シモン・バンザ,アル・ジャジーラ,877,75.3,アジア,アラブ
チュニジア,GK,アイメン・ダハメン,CSスファクシアン,878,75.3,アフリカ,チュニジア
キュラソー,MF,リヴァノ・コメネンシア,FCチューリッヒ,880,75.3,ヨーロッパ,スイス
イラク,DF,ザイド・タシーン,パフタコール,881,75.3,アジア,ウズベキスタン
ウズベキスタン,MF,アクマル・モズゴボイ,パフタコール,881,75.3,アジア,ウズベキスタン
ウズベキスタン,FW,ドストンベク・ハムダモフ,パフタコール,881,75.3,アジア,ウズベキスタン
ウズベキスタン,DF,ホジャクバル・アリヨノフ,パフタコール,881,75.3,アジア,ウズベキスタン
パナマ,MF,ヨエル・バルセナス,マサトラン,886,75.3,北中米,メキシコ
ハイチ,FW,ヤシン・フォルチュネ,ヴィゼラ,889,75.2,ヨーロッパ,ポルトガル
カーボベルデ,GK,ヴォジーニャ,チャヴェス,894,75.2,ヨーロッパ,ポルトガル
エジプト,GK,モハメド・アラー,エル・グウナ,897,75.2,アフリカ,エジプト
コンゴ民主共和国,MF,アーロン・ツィボラ,キルマーノック,916,75,ヨーロッパ,スコットランド
スコットランド,MF,フィンドレイ・カーティス,キルマーノック,916,75,ヨーロッパ,スコットランド
イラク,DF,アカム・ハシム,アル・ザウラー,920,75,アジア,イラク
イラク,GK,ジャラル・ハッサン,アル・ザウラー,920,75,アジア,イラク
ヨルダン,DF,アブダッラー・ナシブ,アル・ザウラー,920,75,アジア,イラク
ヨルダン,MF,アメル・ジャモス,アル・ザウラー,920,75,アジア,イラク
アルジェリア,FW,アディル・ブルビナ,アル・ドゥハイル,922,75,アジア,カタール
カタール,FW,アルモエズ・アリ,アル・ドゥハイル,922,75,アジア,カタール
カタール,FW,エジミウソン・ジュニオール,アル・ドゥハイル,922,75,アジア,カタール
カタール,MF,カリム・ブディアフ,アル・ドゥハイル,922,75,アジア,カタール
カタール,GK,サラー・ザカリア,アル・ドゥハイル,922,75,アジア,カタール
カタール,DF,スルタン・アル・ブラケ,アル・ドゥハイル,922,75,アジア,カタール
カタール,FW,タフシン・モハメド,アル・ドゥハイル,922,75,アジア,カタール
カーボベルデ,DF,ピコ,シャムロック・ローヴァーズ,931,74.9,ヨーロッパ,アイルランド
カタール,DF,ホマム・アルアミン・アフメド,クルトゥラル・レオネサ,934,74.9,ヨーロッパ,スペイン
ヨルダン,FW,アリ・アザイゼ,アル・シャバブ,959,74.7,アジア,サウジアラビア
パナマ,MF,セサル・ヤニス,コブレサル,962,74.7,南アメリカ,チリ
ハイチ,GK,アレクサンドル・ピエール,ソショー,967,74.6,ヨーロッパ,フランス
カーボベルデ,MF,ヤニック・セメド,ファレンセ,1001,74.4,ヨーロッパ,ポルトガル
メキシコ,GK,カルロス・アセベド,サントス・ラグナ,1012,74.3,北中米,メキシコ
モロッコ,DF,マルワン・サーダン,アル・ファトフ,1017,76.1,アジア,サウジアラビア
ガーナ,GK,ジョセフ・アナン,セント・パトリックス・アスレティック,1021,74.2,ヨーロッパ,アイルランド
チュニジア,DF,ラエド・シカウイ,USモナスティール,1041,74,アフリカ,チュニジア
ハイチ,DF,マルタン・エクスペリエンス,ナンシー,1049,73.9,ヨーロッパ,フランス
イラク,FW,アリ・ユセフ,アル・タラバ,1058,73.9,アジア,イラク
イラク,MF,ザイド・イスマイル,アル・タラバ,1058,73.9,アジア,イラク
イラク,GK,ファハド・タリブ,アル・タラバ,1058,73.9,アジア,イラク
パナマ,GK,オルランド・モスケラ,アル・フェイハ,1066,73.8,アジア,サウジアラビア
パナマ,FW,アルベルト・キンテロ,プラサ・アマドル,1101,73.6,北中米,パナマ
パナマ,DF,エリック・デイビス,プラサ・アマドル,1101,73.6,北中米,パナマ
カナダ,GK,オーウェン・グッドマン,バーンズリー,1108,73.6,ヨーロッパ,イングランド
ニュージーランド,FW,コスタ・バルバルセス,ウェスタン・シドニー・ワンダラーズ,1131,73.4,オセアニア,オーストラリア
ニュージーランド,MF,アレックス・ルーファー,ウェリントン・フェニックス,1137,73.4,オセアニア,ニュージーランド
ニュージーランド,FW,サープリート・シン,ウェリントン・フェニックス,1137,73.4,オセアニア,ニュージーランド
ニュージーランド,DF,ティム・ペイン,ウェリントン・フェニックス,1137,73.4,オセアニア,ニュージーランド
ウズベキスタン,GK,アブドゥヴォヒド・ネマトフ,ナサフ,1146,73.3,アジア,ウズベキスタン
ウズベキスタン,DF,ウマル・エシュムロドフ,ナサフ,1146,73.3,アジア,ウズベキスタン
ウズベキスタン,DF,シェルゾド・ナスルラエフ,ナサフ,1146,73.3,アジア,ウズベキスタン
イラン,DF,ダニアル・エイリ,マラヴァーン,1155,73.2,アジア,イラン
南アフリカ,DF,タバン・マトゥルディ,ポロクワネ・シティ,1159,73.2,アフリカ,南アフリカ
コンゴ民主共和国,MF,ガエル・カクタ,ラリッサ,1171,73.1,ヨーロッパ,ギリシャ
コンゴ民主共和国,DF,ディラン・バトゥビンシカ,ラリッサ,1171,73.1,ヨーロッパ,ギリシャ
ガーナ,GK,ベンジャミン・アサレ,ハーツ・オブ・オーク,1184,73,アフリカ,ガーナ
ニュージーランド,FW,マット・ガーベット,ピーターバラ・ユナイテッド,1188,73,ヨーロッパ,イングランド
ハイチ,GK,ジョニー・ブラシド,バスティア,1193,73,ヨーロッパ,フランス
ニュージーランド,FW,ベン・ウェイン,ポート・ヴェイル,1208,72.9,ヨーロッパ,イングランド
チュニジア,DF,モウタズ・ネファティ,ノルシェーピング,1211,72.9,ヨーロッパ,スウェーデン
南アフリカ,GK,リカルド・ゴス,シウェレレ,1224,72.8,アフリカ,南アフリカ
ニュージーランド,GK,アレックス・ポールセン,レヒア・グダニスク,1254,72.5,ヨーロッパ,ポーランド
パナマ,MF,クリスティアン・マルティネス,イロニ・キリヤット・シュモナ,1304,72.2,アジア,イスラエル
ウズベキスタン,DF,アバズベク・ウルマサリエフ,AGMK,1308,72.2,アジア,ウズベキスタン
キュラソー,MF,アルジャニ・マルタ,ロザラム・ユナイテッド,1316,72.1,ヨーロッパ,イングランド
オーストラリア,DF,ジェイソン・ゲリア,アルビレックス新潟,1355,71.9,アジア,日本
パナマ,DF,エドガルド・ファリーニャ,パリ・ニジニ・ノヴゴロド,1365,71.8,ヨーロッパ,ロシア
カタール,MF,モハメド・アル・マナイ,アル・シャマル,1389,71.7,アジア,カタール
カーボベルデ,DF,ケルビン・ピレス,SJK,1399,71.6,ヨーロッパ,フィンランド
チュニジア,GK,サブリ・ベン・ヘッセン,エトワール・サヘル,1419,71.5,アフリカ,チュニジア
キュラソー,MF,ジュニーニョ・バクーナ,フォレンダム,1445,71.3,ヨーロッパ,オランダ
キュラソー,FW,ブランドリー・クワス,フォレンダム,1445,71.3,ヨーロッパ,オランダ
イラク,FW,アイメン・フセイン,アル・カルマ,1465,71.2,アジア,イラク
イラク,DF,アフメド・マクンジ,アル・カルマ,1465,71.2,アジア,イラク
ヨルダン,MF,イブラヒム・サデ,アル・カルマ,1465,71.2,アジア,イラク
ヨルダン,DF,モハメド・アブ・ハシーシュ,アル・カルマ,1465,71.2,アジア,イラク
キュラソー,DF,ジョシュア・ブレネト,カイセリスポル,1475,71.1,ヨーロッパ,トルコ
ヨルダン,MF,ヌール・アル・ラワブデ,セランゴール,1476,71.1,アジア,マレーシア
ヨルダン,DF,モハメド・アブ・アル・ナディ,セランゴール,1476,71.1,アジア,マレーシア
カタール,FW,アフメド・アル・ガネヒ,アル・ガラファ,1477,71.1,アジア,カタール
カタール,DF,アユブ・アル・ウイ,アル・ガラファ,1477,71.1,アジア,カタール
カタール,FW,モハメド・ムンタリ,アル・ガラファ,1477,71.1,アジア,カタール
ハイチ,MF,ウーデンスキー・ピエール,ヴァイオレット,1479,71.1,北中米,ハイチ
オーストラリア,FW,アジュディン・フルスティッチ,ヘラクレス,1548,70.7,ヨーロッパ,オランダ
カタール,MF,アフメド・ファトヒー,アル・アラビ,1556,70.6,アジア,カタール
カタール,DF,イッサ・ライェ,アル・アラビ,1556,70.6,アジア,カタール
カタール,DF,ハシェミ・アル・フサイン,アル・アラビ,1556,70.6,アジア,カタール
韓国,DF,パク・ジンソプ,浙江FC,1572,70.5,アジア,中国
キュラソー,MF,ゴドフリート・ルメラトゥ,RKCワールウェイク,1593,70.4,ヨーロッパ,オランダ
キュラソー,DF,ロション・ファン・エイマ,RKCワールウェイク,1593,70.4,ヨーロッパ,オランダ
エジプト,MF,ハムディ・ファティ,アル・ワクラ,1616,70.3,アジア,カタール
カタール,MF,アッシム・マディボ,アル・ワクラ,1616,70.3,アジア,カタール
カタール,FW,ユスフ・アブドゥリサグ,アル・ワクラ,1616,70.3,アジア,カタール
カタール,DF,ルーカス・メンデス,アル・ワクラ,1616,70.3,アジア,カタール
ハイチ,FW,ルーベン・プロヴィデンス,アルメレ・シティ,1625,70.2,ヨーロッパ,オランダ
ウズベキスタン,MF,オタベク・シュクロフ,バニーヤース,1662,70,アジア,アラブ
ウズベキスタン,DF,ジャホンギル・ウロゾフ,ディナモ・サマルカンド,1708,69.8,アジア,ウズベキスタン
ヨルダン,MF,ニザール・アル・ラシュダン,カタールSC,1788,69.4,アジア,カタール
イラン,MF,サマン・ゴドス,アル・イテハド・カルバ,1849,69.1,アジア,アラブ
イラン,FW,シャフリヤール・モガンロウ,アル・イテハド・カルバ,1849,69.1,アジア,アラブ
キュラソー,DF,ユリエン・ガーリア,アブハー,1860,69,アジア,サウジアラビア
エジプト,MF,"ナビル・エマド・""ドンガ""",アル・ナジマ,1861,69,アジア,サウジアラビア
ウズベキスタン,FW,アジズベク・アモノフ,ブハラ,2014,68.4,アジア,ウズベキスタン
ウズベキスタン,MF,シェルゾド・エサノフ,ブハラ,2014,68.4,アジア,ウズベキスタン
カーボベルデ,FW,ライアン・メンデス,イディルFK,2050,68.2,ヨーロッパ,トルコ
イラク,MF,イブラーヒム・バイェッシュ,アル・ダフラ,2054,68.2,アジア,アラブ
ウズベキスタン,DF,ベフルズ・カリモフ,スルホン,2156,67.8,アジア,ウズベキスタン
サウジアラビア,GK,モハメド・アル・オワイス,アル・ウラー,2169,67.7,アジア,サウジアラビア
ハイチ,MF,ガーヴェン・メトゥサラ,コロラドスプリングス・スウィッチバックス,2245,67.5,北中米,アメリカ
ハイチ,DF,デューク・ラクロワ,コロラドスプリングス・スウィッチバックス,2245,67.5,北中米,アメリカ
キュラソー,FW,ヘルファネ・カスタネール,トレンガヌ,2313,67.2,アジア,マレーシア
ヨルダン,FW,アリ・オルワン,アル・スィーリーヤ,2326,67.1,アジア,カタール
キュラソー,MF,ケヴィン・フェリダ,デン・ボッシュ,2413,66.8,ヨーロッパ,オランダ
キュラソー,GK,トレヴァー・ドーンブッシュ,VVVフェンロ,2560,66.3,ヨーロッパ,オランダ
アルジェリア,GK,メルヴィン・マスティル,スタッド・ニヨン,2866,65.1,ヨーロッパ,スイス
ハイチ,MF,カル・フレッド・サント,エルパソ・ロコモティヴ,2889,65,北中米,アメリカ
キュラソー,GK,エロイ・ローム,マイアミFC,3129,64.1,北中米,アメリカ
キュラソー,FW,ユルゲン・ロカディア,マイアミFC,3129,64.1,北中米,アメリカ
ハイチ,MF,ドミニク・シモン,タトラン・プレショフ,3392,63.2,ヨーロッパ,スロバキア
ウズベキスタン,MF,アジズジョン・ガニエフ,アル・バタエ,3926,61.3,アジア,アラブ
カーボベルデ,DF,ディネイ,アル・バタエ,3926,61.3,アジア,アラブ
ウズベキスタン,DF,アブドゥラー・アブドゥラエフ,ディバ,4089,60.8,アジア,アラブ
カーボベルデ,GK,マルシオ・ロサ,FCモンタナ,4278,60.1,ヨーロッパ,ブルガリア
ニュージーランド,DF,トミー・スミス,ブレインツリー・タウン,6518,53.6,ヨーロッパ,イングランド
